1496754,0
84909594,0
1165403,0
91354446,0
85636932,0
1320109,0
91934646,0
121902070,0
92074399,0
1267960,0
86983900,0
126175418,0
2217988,0
94286814,0
3350813,0
93698338,0
5638515,0
5025479,0
1519548,0
85236141,0
90031211,0
85321841,0
86104621,0
93912574,0
2827979,0
1194751,0
95200862,0
3434677,0
1090598,0
5036212,0
124948470,0
124953293,0
92951495,0
93472959,0
88665300,0
92845614,0
89004040,0
125117541,0
94046831,0
4196544,0
87977328,0
94445791,0
2645421,0
4245323,0
120549121,0
3917422,0
124971004,0
94168326,0
5186262,0
90017564,0
88789695,0
1339742,0
91864662,0
125717341,0
91032878,0
123917769,0
92961895,0
88816236,0
2376903,0
122423248,0
4280684,0
90965118,0
4277125,0
88187436,0
88933289,0
94156769,0
125297642,0
90895501,0
83961456,0
1433015,0
125116076,0
2175667,0
88792073,0
93902966,0
95036372,0
85689155,0
88351891,0
1617686,0
124904104,0
93831708,0
85226220,0
92698108,0
92233089,0
94203060,0
88106523,0
124854833,0
2228348,0
85571918,0
1405605,0
1623567,0
87032555,0
5825205,0
3238462,0
91150159,0
3350664,0
3366124,0
5761897,0
4465818,0
124991818,0
85241215,0
85782335,0
122252787,0
121797536,0
4768256,0
6305878,0
125487135,0
2445382,0
5534867,0
1065514,0
90215699,0
1218118,0
93939330,0
122329804,0
1685262,0
3931390,0
84625812,0
84663178,0
94375304,0
120176405,0
92767426,0
3365927,0
90324500,0
88655497,0
125164128,0
1161619,0
83688231,0
1334403,0
1125213,0
92835550,0
125565417,0
88032143,0
85603153,0
84084766,0
1612177,0
122980158,0
126273258,0
88625218,0
5365026,0
84477058,0
85567704,0
91190962,0
92565614,0
2383208,0
85912794,0
88939257,0
90059169,0
121281083,0
125622197,0
85067414,0
95885126,0
122349621,0
120186412,0
83974742,0
4177045,0
1695670,0
5939722,0
90118523,0
3698203,0
92834379,0
90427489,0
3728351,0
88271137,0
92835289,0
93616246,0
124033248,0
94477318,0
3527167,0
125883677,0
1468496,0
87025493,0
94337026,0
1588193,0
4297425,0
120590639,0
120204068,0
4325107,0
82830135,0
92310949,0
92829178,0
5705190,0
1341994,0
3294819,0
121444744,0
84477384,0
85532214,0
1524310,0
120178431,0
3706099,0
2414651,0
93032007,0
90128995,0
88915169,0
2310287,0
